id,temperature,created_at,sound,light,dust,fan,motion
"'2651', ","'20.96',"," '2026-05-06  00:02:30',"," '12.7', '","1.59', ","'0.0218', ","'0', ",'0'
"'2652', ","'20.9', ","'2026-05-06  00:02:45', ","'8.86', '1",".06', '","0.0289', '","0', '",0'
"'2653', ","'21.07',"," '2026-05-06  00:03:00',"," '3.85', '","0.67', ","'0.0262', ","'0', ",'0'
"'2654', ","'21.26',"," '2026-05-06  00:03:15',"," '8.71', '","0.63', ","'0.0283', ","'0', ",'1'
"'2655', ","'21.17',"," '2026-05-06  00:03:30',"," '4.57', '","0.81', ","'0.0254', ","'0', ",'0'
"'2656', ","'21.04',"," '2026-05-06  00:03:45',"," '9.91', '","0.42', ","'0.0226', ","'0', ",'0'
"'2657', ","'21.09',"," '2026-05-06  00:04:00',"," '11.02', ","'0.72',"," '0.0196',"," '0',", '0'
"'2658', ","'21.35',"," '2026-05-06  00:04:15',"," '12.28', ","'0.4', ","'0.0142', ","'0', ",'0'
"'2659', ","'21.1', ","'2026-05-06  00:04:30', ","'13.13', '","0.02', ","'0.0126', ","'0', ",'0'
"'2660', ","'21.19',"," '2026-05-06  00:04:45',"," '9.77', '","0.97', ","'0.0249', ","'0', ",'0'
"'2661', ","'21.29',"," '2026-05-06  00:05:00',"," '12.56', ","'0.5', ","'0.0328', ","'0', ",'1'
"'2662', ","'21.14',"," '2026-05-06  00:05:15',"," '3.86', '","0.17', ","'0.0084', ","'0', ",'0'
"'2663', ","'21.22',"," '2026-05-06  00:05:30',"," '10.78', ","'1.34',"," '0.0305',"," '0',", '0'
"'2664', ","'21.05',"," '2026-05-06  00:05:45',"," '4.56', '","0.45', ","'0.0112', ","'0', ",'0'
"'2665', ","'20.76',"," '2026-05-06  00:06:00',"," '6.26', '","0.78', ","'0.0128', ","'0', ",'0'
"'2666', ","'21.17',"," '2026-05-06  00:06:15',"," '13.31', ","'0.7', ","'0.0164', ","'0', ",'0'
"'2667', ","'20.93',"," '2026-05-06  00:06:30',"," '13', '0.","37', '0",".0206', '0","', '0",'
"'2668', ","'21.13',"," '2026-05-06  00:06:45',"," '5.96', '","0.26', ","'0.0119', ","'0', ",'0'
"'2669', ","'21.18',"," '2026-05-06  00:07:00',"," '10.37', ","'0.28',"," '0.0143',"," '0',", '0'
"'2670', ","'21.1', ","'2026-05-06  00:07:15', ","'6.1', '0.","85', '0",".0254', '0","', '0",'
"'2671', ","'20.9', ","'2026-05-06  00:07:30', ","'4.21', '0",".42', '","0.0132', '","0', '",0'
"'2672', ","'21.1', ","'2026-05-06  00:07:45', ","'184.65', ","'1.44',"," '0.0158',"," '0',", '0'
"'2673', ","'20.98',"," '2026-05-06  00:08:00',"," '9.4', '1",".04', '","0.0138', '","0', '",0'
"'2674', ","'21', '2","026-05-06 00 :08:15', '1","05.34', '0",".96', '","0.026', '0","', '0",'
"'2675', ","'21.29',"," '2026-05-06  00:08:30',"," '7.41', '","0.95', ","'0.0266', ","'0', ",'0'
"'2676', ","'21.16',"," '2026-05-06  00:08:45',"," '4', '1.5","2', '0.","0318', '0'",", '0'",
"'2677', ","'21.23',"," '2026-05-06  00:09:00',"," '8.23', '","0.4', '","0.0252', '","0', '",0'
"'2678', ","'21.03',"," '2026-05-06  00:09:15',"," '5.53', '","0.18', ","'0.0335', ","'0', ",'0'
"'2679', ","'21.06',"," '2026-05-06  00:09:30',"," '3.51', '","1.6', '","0.0254', '","0', '",0'
"'2680', ","'20.8', ","'2026-05-06  00:09:45', ","'6.86', '0",".81', '","0.0108', '","0', '",0'
"'2681', ","'20.75',"," '2026-05-06  00:10:00',"," '4.35', '","1.49', ","'0.0183', ","'0', ",'0'
"'2682', ","'20.94',"," '2026-05-06  00:10:15',"," '10.78', ","'1.37',"," '0.0186',"," '0',", '0'
"'2683', ","'21', '2","026-05-06 00 :10:30', '1","2.37', '0.","33', '0",".0299', '0","', '0",'
"'2684', ","'20.97',"," '2026-05-06  00:10:45',"," '3.84', '","1.1', '","0.031', '0","', '0",'
"'2685', ","'21.13',"," '2026-05-06  00:11:00',"," '9.21', '","1.16', ","'0.0301', ","'0', ",'0'
"'2686', ","'21.06',"," '2026-05-06  00:11:15',"," '6.46', '","0.35', ","'0.0306', ","'0', ",'0'
"'2687', ","'21.26',"," '2026-05-06  00:11:30',"," '10.71', ","'1.36',"," '0.0085',"," '0',", '0'
"'2688', ","'21.21',"," '2026-05-06  00:11:45',"," '3.68', '","0.29', ","'0.0211', ","'0', ",'0'
"'2689', ","'21.16',"," '2026-05-06  00:12:00',"," '10.9', '","0.5', '","0.0166', '","0', '",0'
"'2690', ","'21.24',"," '2026-05-06  00:12:15',"," '10.75', ","'1.14',"," '0.0183',"," '0',", '0'
"'2691', ","'21.21',"," '2026-05-06  00:12:30',"," '12.85', ","'0.66',"," '0.0295',"," '0',", '1'
"'2692', ","'21.24',"," '2026-05-06  00:12:45',"," '156.33',", '0.82',", '0.012',"," '0',", '0'
"'2693', ","'20.75',"," '2026-05-06  00:13:00',"," '10.86', ","'0.01',"," '0.0257',"," '0',", '0'
"'2694', ","'20.79',"," '2026-05-06  00:13:15',"," '7.95', '","0.69', ","'0.0321', ","'0', ",'0'
"'2695', ","'20.9', ","'2026-05-06  00:13:30', ","'13.11', '","0.85', ","'0.0274', ","'0', ",'0'
"'2696', ","'20.68',"," '2026-05-06  00:13:45',"," '6.33', '","1.14', ","'0.0336', ","'0', ",'0'
"'2697', ","'20.7', ","'2026-05-06  00:14:00', ","'8.92', '0",".02', '","0.0164', '","0', '",0'
"'2698', ","'20.98',"," '2026-05-06  00:14:15',"," '6.16', '","0.5', '","0.0087', '","0', '",0'
"'2699', ","'21.1', ","'2026-05-06  00:14:30', ","'8', '0.9'",", '0.03","08', '0', ",'0',
"'2700', ","'21.2', ","'2026-05-06  00:14:45', ","'11.72', '","1.19', ","'0.0213', ","'0', ",'0'
"'2701', ","'21.21',"," '2026-05-06  00:15:00',"," '3.92', '","0.17', ","'0.0335', ","'0', ",'0'
"'2702', ","'20.85',"," '2026-05-06  00:15:15',"," '9.53', '","1.25', ","'0.032', '","0', '",0'
"'2703', ","'20.78',"," '2026-05-06  00:15:30',"," '7.71', '","1.07', ","'0.0148', ","'0', ",'0'
"'2704', ","'20.63',"," '2026-05-06  00:15:45',"," '11.27', ","'0.5', ","'0.0101', ","'0', ",'0'
"'2705', ","'20.65',"," '2026-05-06  00:16:00',"," '9.34', '","0.67', ","'0.0094', ","'0', ",'0'
"'2706', ","'20.93',"," '2026-05-06  00:16:15',"," '12.69', ","'1.21',"," '0.0144',"," '0',", '0'
"'2707', ","'20.87',"," '2026-05-06  00:16:30',"," '4.3', '0",".02', '","0.0265', '","0', '",0'
"'2708', ","'21.08',"," '2026-05-06  00:16:45',"," '10.4', '","0.99', ","'0.0268', ","'0', ",'0'
"'2709', ","'20.93',"," '2026-05-06  00:17:00',"," '12.02', ","'1.51',"," '0.0207',"," '0',", '0'
"'2710', ","'21.16',"," '2026-05-06  00:17:15',"," '10.36', ","'0.07',"," '0.0219',"," '0',", '0'
"'2711', ","'20.74',"," '2026-05-06  00:17:30',"," '11.66', ","'0.53',"," '0.0263',"," '0',", '0'
"'2712', ","'20.94',"," '2026-05-06  00:17:45',"," '9.26', '","0.32', ","'0.0326', ","'0', ",'0'
"'2713', ","'20.69',"," '2026-05-06  00:18:00',"," '6.76', '","1.01', ","'0.0086', ","'0', ",'0'
"'2714', ","'20.92',"," '2026-05-06  00:18:15',"," '5.05', '","0.02', ","'0.0103', ","'0', ",'0'
"'2715', ","'21.09',"," '2026-05-06  00:18:30',"," '10.88', ","'0.73',"," '0.0187',"," '0',", '0'
"'2716', ","'21.15',"," '2026-05-06  00:18:45',"," '5.1', '0",".69', '","0.0123', '","0', '",0'
"'2717', ","'21.07',"," '2026-05-06  00:19:00',"," '10.09', ","'1.43',"," '0.0287',"," '0',", '0'
"'2718', ","'20.87',"," '2026-05-06  00:19:15',"," '8.71', '","1.22', ","'0.0315', ","'0', ",'0'
"'2719', ","'20.79',"," '2026-05-06  00:19:30',"," '12.73', ","'0.52',"," '0.0127',"," '0',", '0'
"'2720', ","'20.58',"," '2026-05-06  00:19:45',"," '12.57', ","'1.22',"," '0.0114',"," '0',", '0'
"'2721', ","'21.11',"," '2026-05-06  00:20:00',"," '10.4', '","0.22', ","'0.028', '","0', '",0'
"'2722', ","'20.57',"," '2026-05-06  00:20:15',"," '7.9', '1",".12', '","0.0322', '","0', '",0'
"'2723', ","'20.9', ","'2026-05-06  00:20:30', ","'7.32', '1",".33', '","0.0151', '","0', '",0'
"'2724', ","'20.85',"," '2026-05-06  00:20:45',"," '10.9', '","1.47', ","'0.0343', ","'0', ",'0'
"'2725', ","'21.02',"," '2026-05-06  00:21:00',"," '10.32', ","'0.58',"," '0.0175',"," '0',", '0'
"'2726', ","'21.12',"," '2026-05-06  00:21:15',"," '4.26', '","1.08', ","'0.0314', ","'0', ",'0'
"'2727', ","'21.08',"," '2026-05-06  00:21:30',"," '4.55', '","1.45', ","'0.0268', ","'0', ",'0'
"'2728', ","'20.71',"," '2026-05-06  00:21:45',"," '4.74', '","0.19', ","'0.0142', ","'0', ",'0'
"'2729', ","'20.86',"," '2026-05-06  00:22:00',"," '7.24', '","1.08', ","'0.0128', ","'0', ",'0'
"'2730', ","'20.72',"," '2026-05-06  00:22:15',"," '7.14', '","1.02', ","'0.0214', ","'0', ",'0'
"'2731', ","'21.03',"," '2026-05-06  00:22:30',"," '3.29', '","0.22', ","'0.0278', ","'0', ",'0'
"'2732', ","'20.66',"," '2026-05-06  00:22:45',"," '2.96', '","0.14', ","'0.0246', ","'0', ",'0'
"'2733', ","'20.81',"," '2026-05-06  00:23:00',"," '9.67', '","1.12', ","'0.0337', ","'0', ",'0'
"'2734', ","'21', '2","026-05-06 00 :23:15', '5",".35', '1.0","9', '0.","0155', '0'",", '0'",
"'2735', ","'20.8', ","'2026-05-06  00:23:30', ","'11.81', '","0.26', ","'0.0345', ","'0', ",'0'
"'2736', ","'20.84',"," '2026-05-06  00:23:45',"," '3.89', '","0.93', ","'0.0341', ","'0', ",'0'
"'2737', ","'21.02',"," '2026-05-06  00:24:00',"," '6.52', '","0.24', ","'0.0162', ","'0', ",'0'
"'2738', ","'20.74',"," '2026-05-06  00:24:15',"," '2.94', '","0.64', ","'0.0133', ","'0', ",'0'
"'2739', ","'21.03',"," '2026-05-06  00:24:30',"," '10.87', ","'1.18',"," '0.0207',"," '0',", '1'
"'2740', ","'20.63',"," '2026-05-06  00:24:45',"," '3.5', '0",".59', '","0.0186', '","0', '",0'
"'2741', ","'20.55',"," '2026-05-06  00:25:00',"," '4.96', '","1.31', ","'0.0094', ","'0', ",'0'
"'2742', ","'20.97',"," '2026-05-06  00:25:15',"," '9.42', '","1.5', '","0.0206', '","0', '",0'
"'2743', ","'20.86',"," '2026-05-06  00:25:30',"," '8.61', '","0.95', ","'0.0279', ","'0', ",'0'
"'2744', ","'20.98',"," '2026-05-06  00:25:45',"," '5.18', '","1.34', ","'0.0202', ","'0', ",'0'
"'2745', ","'20.61',"," '2026-05-06  00:26:00',"," '6.51', '","1.51', ","'0.0331', ","'0', ",'1'
"'2746', ","'20.67',"," '2026-05-06  00:26:15',"," '6.36', '","1.13', ","'0.0328', ","'0', ",'0'
"'2747', ","'20.85',"," '2026-05-06  00:26:30',"," '4.32', '","0.36', ","'0.0312', ","'0', ",'0'
"'2748', ","'20.93',"," '2026-05-06  00:26:45',"," '6.25', '","1.05', ","'0.0313', ","'0', ",'0'
"'2749', ","'20.92',"," '2026-05-06  00:27:00',"," '7.12', '","0.48', ","'0.0112', ","'0', ",'1'
"'2750', ","'20.69',"," '2026-05-06  00:27:15',"," '7.14', '","0.65', ","'0.02', '0","', '0",'
"'2751', ","'20.52',"," '2026-05-06  00:27:30',"," '7', '0.0","9', '0.","0304', '0'",", '0'",
"'2752', ","'20.64',"," '2026-05-06  00:27:45',"," '10.03', ","'0.04',"," '0.0143',"," '0',", '0'
"'2753', ","'20.82',"," '2026-05-06  00:28:00',"," '7.58', '","1.01', ","'0.028', '","0', '",0'
"'2754', ","'20.83',"," '2026-05-06  00:28:15',"," '3.4', '1",".12', '","0.0333', '","0', '",0'
"'2755', ","'20.73',"," '2026-05-06  00:28:30',"," '3.47', '","0.35', ","'0.0308', ","'0', ",'0'
"'2756', ","'20.65',"," '2026-05-06  00:28:45',"," '6.25', '","0.57', ","'0.0181', ","'0', ",'0'
"'2757', ","'20.89',"," '2026-05-06  00:29:00',"," '11.87', ","'0.35',"," '0.0307',"," '0',", '0'
"'2758', ","'20.5', ","'2026-05-06  00:29:15', ","'5.18', '0",".47', '","0.0338', '","0', '",0'
"'2759', ","'20.58',"," '2026-05-06  00:29:30',"," '4.16', '","0.04', ","'0.0247', ","'0', ",'0'
"'2760', ","'20.71',"," '2026-05-06  00:29:45',"," '3.61', '","1.41', ","'0.0186', ","'0', ",'1'
"'2761', ","'20.7', ","'2026-05-06  00:30:00', ","'9.33', '1",".14', '","0.0324', '","0', '",1'
"'2762', ","'21.02',"," '2026-05-06  00:30:15',"," '5.97', '","0.93', ","'0.0271', ","'0', ",'0'
"'2763', ","'20.81',"," '2026-05-06  00:30:30',"," '5.99', '","0.08', ","'0.015', '","0', '",0'
"'2764', ","'20.51',"," '2026-05-06  00:30:45',"," '5.84', '","0.84', ","'0.0277', ","'0', ",'0'
"'2765', ","'20.9', ","'2026-05-06  00:31:00', ","'10.42', '","0.78', ","'0.0093', ","'0', ",'0'
"'2766', ","'20.96',"," '2026-05-06  00:31:15',"," '93.16', ","'0.57',"," '0.0155',"," '0',", '0'
"'2767', ","'20.99',"," '2026-05-06  00:31:30',"," '3.35', '","0.78', ","'0.0189', ","'0', ",'0'
"'2768', ","'20.68',"," '2026-05-06  00:31:45',"," '9.39', '","1.51', ","'0.0111', ","'0', ",'0'
"'2769', ","'20.76',"," '2026-05-06  00:32:00',"," '9.14', '","0.83', ","'0.0272', ","'0', ",'0'
"'2770', ","'20.43',"," '2026-05-06  00:32:15',"," '4.83', '","0.67', ","'0.0139', ","'0', ",'0'
"'2771', ","'20.51',"," '2026-05-06  00:32:30',"," '5.4', '0",".6', '0",".0235', '0","', '0",'
"'2772', ","'20.94',"," '2026-05-06  00:32:45',"," '11.77', ","'0.02',"," '0.028', ","'0', ",'0'
"'2773', ","'20.94',"," '2026-05-06  00:33:00',"," '10.55', ","'1.32',"," '0.015', ","'0', ",'0'
"'2774', ","'20.84',"," '2026-05-06  00:33:15',"," '3.25', '","0.27', ","'0.0143', ","'0', ",'0'
"'2775', ","'20.69',"," '2026-05-06  00:33:30',"," '3.01', '","0.81', ","'0.0328', ","'0', ",'1'
"'2776', ","'20.94',"," '2026-05-06  00:33:45',"," '6.41', '","1.17', ","'0.0237', ","'0', ",'0'
"'2777', ","'20.78',"," '2026-05-06  00:34:00',"," '2.63', '","1.12', ","'0.0221', ","'0', ",'0'
"'2778', ","'20.88',"," '2026-05-06  00:34:15',"," '6.48', '","1.23', ","'0.0122', ","'0', ",'0'
"'2779', ","'20.75',"," '2026-05-06  00:34:30',"," '7.14', '","0.51', ","'0.0331', ","'0', ",'0'
"'2780', ","'20.67',"," '2026-05-06  00:34:45',"," '9.07', '","0.56', ","'0.0146', ","'0', ",'0'
"'2781', ","'20.87',"," '2026-05-06  00:35:00',"," '10.02', ","'0.92',"," '0.0257',"," '0',", '0'
"'2782', ","'20.91',"," '2026-05-06  00:35:15',"," '2.79', '","1.24', ","'0.0174', ","'0', ",'0'
"'2783', ","'20.69',"," '2026-05-06  00:35:30',"," '6.19', '","0.22', ","'0.0342', ","'0', ",'0'
"'2784', ","'20.57',"," '2026-05-06  00:35:45',"," '2.97', '","1.4', '","0.0241', '","0', '",0'
"'2785', ","'20.76',"," '2026-05-06  00:36:00',"," '6.55', '","0.72', ","'0.0197', ","'0', ",'0'
"'2786', ","'20.6', ","'2026-05-06  00:36:15', ","'7.8', '0.","95', '0",".0262', '0","', '0",'
"'2787', ","'20.87',"," '2026-05-06  00:36:30',"," '8.16', '","0.36', ","'0.0277', ","'0', ",'0'
"'2788', ","'20.9', ","'2026-05-06  00:36:45', ","'2.69', '1",".47', '","0.0218', '","0', '",0'
"'2789', ","'20.8', ","'2026-05-06  00:37:00', ","'7.4', '0.","26', '0",".0164', '0","', '0",'
"'2790', ","'20.51',"," '2026-05-06  00:37:15',"," '10.61', ","'1.09',"," '0.026', ","'0', ",'1'
"'2791', ","'20.6', ","'2026-05-06  00:37:30', ","'8.62', '1",".46', '","0.0209', '","0', '",0'
"'2792', ","'20.48',"," '2026-05-06  00:37:45',"," '4.33', '","0.41', ","'0.0209', ","'0', ",'0'
"'2793', ","'20.51',"," '2026-05-06  00:38:00',"," '5.55', '","1.09', ","'0.0274', ","'0', ",'0'
"'2794', ","'20.7', ","'2026-05-06  00:38:15', ","'8.01', '0",".21', '","0.0256', '","0', '",0'
"'2795', ","'20.94',"," '2026-05-06  00:38:30',"," '4.94', '","1.26', ","'0.0339', ","'0', ",'0'
"'2796', ","'20.71',"," '2026-05-06  00:38:45',"," '5.67', '","0.19', ","'0.0089', ","'0', ",'0'
"'2797', ","'20.39',"," '2026-05-06  00:39:00',"," '9.55', '","0.49', ","'0.0283', ","'0', ",'0'
"'2798', ","'20.41',"," '2026-05-06  00:39:15',"," '3.64', '","0.85', ","'0.0188', ","'0', ",'0'
"'2799', ","'20.91',"," '2026-05-06  00:39:30',"," '7.21', '","0.9', '","0.0211', '","0', '",0'
"'2800', ","'20.46',"," '2026-05-06  00:39:45',"," '2.71', '","1.45', ","'0.0186', ","'0', ",'0'
"'2801', ","'20.64',"," '2026-05-06  00:40:00',"," '9.14', '","0.45', ","'0.0241', ","'0', ",'0'
"'2802', ","'20.9', ","'2026-05-06  00:40:15', ","'8.04', '1",".05', '","0.008', '0","', '0",'
"'2803', ","'20.69',"," '2026-05-06  00:40:30',"," '5.91', '","0.23', ","'0.0226', ","'0', ",'0'
"'2804', ","'20.45',"," '2026-05-06  00:40:45',"," '10.27', ","'0.21',"," '0.0146',"," '0',", '0'
"'2805', ","'20.82',"," '2026-05-06  00:41:00',"," '4.18', '","0.16', ","'0.0265', ","'0', ",'0'
"'2806', ","'20.44',"," '2026-05-06  00:41:15',"," '4.91', '","0.65', ","'0.0191', ","'0', ",'1'
"'2807', ","'20.38',"," '2026-05-06  00:41:30',"," '9.73', '","0.11', ","'0.0259', ","'0', ",'0'
"'2808', ","'20.45',"," '2026-05-06  00:41:45',"," '7.95', '","0.23', ","'0.0253', ","'0', ",'0'
"'2809', ","'20.38',"," '2026-05-06  00:42:00',"," '12', '1.","07', '0",".0195', '0","', '0",'
"'2810', ","'20.79',"," '2026-05-06  00:42:15',"," '6.61', '","0.71', ","'0.0226', ","'0', ",'0'
"'2811', ","'20.67',"," '2026-05-06  00:42:30',"," '10', '1.","43', '0",".0347', '0","', '0",'
"'2812', ","'20.84',"," '2026-05-06  00:42:45',"," '11.04', ","'0.95',"," '0.0223',"," '0',", '0'
"'2813', ","'20.69',"," '2026-05-06  00:43:00',"," '5.39', '","1.34', ","'0.0279', ","'0', ",'0'
"'2814', ","'20.57',"," '2026-05-06  00:43:15',"," '6.3', '0",".56', '","0.0131', '","0', '",0'
"'2815', ","'20.78',"," '2026-05-06  00:43:30',"," '6.22', '","0.92', ","'0.0102', ","'0', ",'0'
"'2816', ","'20.7', ","'2026-05-06  00:43:45', ","'10.69', '","0.46', ","'0.0233', ","'0', ",'0'
"'2817', ","'20.41',"," '2026-05-06  00:44:00',"," '2.66', '","0.36', ","'0.0172', ","'0', ",'0'
"'2818', ","'20.76',"," '2026-05-06  00:44:15',"," '8.04', '","0.38', ","'0.0115', ","'0', ",'0'
"'2819', ","'20.81',"," '2026-05-06  00:44:30',"," '11.9', '","0.81', ","'0.0102', ","'0', ",'0'
"'2820', ","'20.84',"," '2026-05-06  00:44:45',"," '6.67', '","1.22', ","'0.0294', ","'0', ",'0'
"'2821', ","'20.72',"," '2026-05-06  00:45:00',"," '8.75', '","1.3', '","0.0232', '","0', '",0'
"'2822', ","'20.44',"," '2026-05-06  00:45:15',"," '10.03', ","'1.51',"," '0.0177',"," '0',", '0'
"'2823', ","'20.71',"," '2026-05-06  00:45:30',"," '3.07', '","0.17', ","'0.0213', ","'0', ",'0'
"'2824', ","'20.39',"," '2026-05-06  00:45:45',"," '2.4', '0",".06', '","0.0325', '","0', '",0'
"'2825', ","'20.83',"," '2026-05-06  00:46:00',"," '10.07', ","'0.33',"," '0.016', ","'0', ",'0'
"'2826', ","'20.7', ","'2026-05-06  00:46:15', ","'7.48', '0",".96', '","0.0147', '","0', '",0'
"'2827', ","'20.7', ","'2026-05-06  00:46:30', ","'10.27', '","1.14', ","'0.019', '","0', '",0'
"'2828', ","'20.56',"," '2026-05-06  00:46:45',"," '2.33', '","1.01', ","'0.0287', ","'0', ",'0'
"'2829', ","'20.73',"," '2026-05-06  00:47:00',"," '8.74', '","0.28', ","'0.0193', ","'0', ",'0'
"'2830', ","'20.5', ","'2026-05-06  00:47:15', ","'8.34', '0",".16', '","0.0189', '","0', '",0'
"'2831', ","'20.49',"," '2026-05-06  00:47:30',"," '2.49', '","0.92', ","'0.013', '","0', '",0'
"'2832', ","'20.44',"," '2026-05-06  00:47:45',"," '8.73', '","1.26', ","'0.0191', ","'0', ",'0'
"'2833', ","'20.83',"," '2026-05-06  00:48:00',"," '8.82', '","1.11', ","'0.0107', ","'0', ",'0'
"'2834', ","'20.34',"," '2026-05-06  00:48:15',"," '2.91', '","1.23', ","'0.019', '","0', '",0'
"'2835', ","'20.48',"," '2026-05-06  00:48:30',"," '11.87', ","'1.28',"," '0.0349',"," '0',", '0'
"'2836', ","'20.51',"," '2026-05-06  00:48:45',"," '2.84', '","0.01', ","'0.028', '","0', '",0'
"'2837', ","'20.44',"," '2026-05-06  00:49:00',"," '10.07', ","'0.17',"," '0.0327',"," '0',", '0'
"'2838', ","'20.72',"," '2026-05-06  00:49:15',"," '11.49', ","'1.57',"," '0.0328',"," '0',", '0'
"'2839', ","'20.82',"," '2026-05-06  00:49:30',"," '7.59', '","1.42', ","'0.0333', ","'0', ",'0'
"'2840', ","'20.77',"," '2026-05-06  00:49:45',"," '3.51', '","0.82', ","'0.0139', ","'0', ",'1'
"'2841', ","'20.75',"," '2026-05-06  00:50:00',"," '11.16', ","'0.18',"," '0.009', ","'0', ",'0'
"'2842', ","'20.42',"," '2026-05-06  00:50:15',"," '2.49', '","0.59', ","'0.0113', ","'0', ",'0'
"'2843', ","'20.69',"," '2026-05-06  00:50:30',"," '11.39', ","'1.25',"," '0.0222',"," '0',", '0'
"'2844', ","'20.49',"," '2026-05-06  00:50:45',"," '7.54', '","0.48', ","'0.0141', ","'0', ",'0'
"'2845', ","'20.7', ","'2026-05-06  00:51:00', ","'12.12', '","1.33', ","'0.0178', ","'0', ",'0'
"'2846', ","'20.72',"," '2026-05-06  00:51:15',"," '3.4', '1",".42', '","0.0236', '","0', '",0'
"'2847', ","'20.47',"," '2026-05-06  00:51:30',"," '2.83', '","1.28', ","'0.0142', ","'0', ",'0'
"'2848', ","'20.69',"," '2026-05-06  00:51:45',"," '8.18', '","0.54', ","'0.0208', ","'0', ",'0'
"'2849', ","'20.76',"," '2026-05-06  00:52:00',"," '3.06', '","0.5', '","0.021', '0","', '0",'
"'2850', ","'20.6', ","'2026-05-06  00:52:15', ","'7.99', '0",".7', '0",".0088', '0","', '0",'
"'2851', ","'20.21',"," '2026-05-06  00:52:30',"," '6.89', '","0.73', ","'0.0089', ","'0', ",'0'
"'2852', ","'20.46',"," '2026-05-06  00:52:45',"," '10.67', ","'0.17',"," '0.0276',"," '0',", '0'
"'2853', ","'20.54',"," '2026-05-06  00:53:00',"," '4.93', '","0.63', ","'0.0123', ","'0', ",'0'
"'2854', ","'20.69',"," '2026-05-06  00:53:15',"," '9.97', '","1.13', ","'0.0238', ","'0', ",'0'
"'2855', ","'20.65',"," '2026-05-06  00:53:30',"," '12.04', ","'1.49',"," '0.0134',"," '0',", '0'
"'2856', ","'20.26',"," '2026-05-06  00:53:45',"," '6.61', '","0.76', ","'0.0324', ","'0', ",'0'
"'2857', ","'20.31',"," '2026-05-06  00:54:00',"," '2.34', '","0', '0.","0324', '0'",", '0'",
"'2858', ","'20.44',"," '2026-05-06  00:54:15',"," '8.4', '0",".01', '","0.0102', '","0', '",0'
"'2859', ","'20.62',"," '2026-05-06  00:54:30',"," '10.9', '","0.03', ","'0.0343', ","'0', ",'0'
"'2860', ","'20.38',"," '2026-05-06  00:54:45',"," '3.17', '","1.37', ","'0.0177', ","'0', ",'0'
"'2861', ","'20.72',"," '2026-05-06  00:55:00',"," '11.59', ","'0.09',"," '0.0176',"," '0',", '0'
"'2862', ","'20.47',"," '2026-05-06  00:55:15',"," '2.3', '1",".39', '","0.0241', '","0', '",0'
"'2863', ","'20.74',"," '2026-05-06  00:55:30',"," '8.12', '","0.93', ","'0.0181', ","'0', ",'0'
"'2864', ","'20.68',"," '2026-05-06  00:55:45',"," '4.41', '","0.67', ","'0.0147', ","'0', ",'0'
"'2865', ","'20.38',"," '2026-05-06  00:56:00',"," '9.76', '","0.3', '","0.0104', '","0', '",0'
"'2866', ","'20.39',"," '2026-05-06  00:56:15',"," '8.98', '","0.66', ","'0.0186', ","'0', ",'0'
"'2867', ","'20.5', ","'2026-05-06  00:56:30', ","'11.36', '","0.78', ","'0.0319', ","'0', ",'0'
"'2868', ","'20.26',"," '2026-05-06  00:56:45',"," '3.55', '","0.13', ","'0.0149', ","'0', ",'0'
"'2869', ","'20.4', ","'2026-05-06  00:57:00', ","'10.84', '","0.24', ","'0.0261', ","'0', ",'0'
"'2870', ","'20.19',"," '2026-05-06  00:57:15',"," '11.78', ","'0.5', ","'0.0319', ","'0', ",'0'
"'2871', ","'20.71',"," '2026-05-06  00:57:30',"," '6.9', '0",".64', '","0.0238', '","0', '",0'
"'2872', ","'20.7', ","'2026-05-06  00:57:45', ","'11.3', '1",".32', '","0.0277', '","0', '",0'
"'2873', ","'20.72',"," '2026-05-06  00:58:00',"," '2.69', '","1.08', ","'0.0227', ","'0', ",'0'
"'2874', ","'20.49',"," '2026-05-06  00:58:15',"," '7.4', '1",".24', '","0.0263', '","0', '",0'
"'2875', ","'20.45',"," '2026-05-06  00:58:30',"," '5.04', '","0.94', ","'0.0344', ","'0', ",'0'
"'2876', ","'20.39',"," '2026-05-06  00:58:45',"," '4.75', '","1.1', '","0.0134', '","0', '",0'
"'2877', ","'20.4', ","'2026-05-06  00:59:00', ","'6.5', '1.","43', '0",".0105', '0","', '0",'
"'2878', ","'20.25',"," '2026-05-06  00:59:15',"," '6.13', '","1.02', ","'0.0111', ","'0', ",'0'
"'2879', ","'20.47',"," '2026-05-06  00:59:30',"," '11.39', ","'1.48',"," '0.0102',"," '0',", '0'
"'2880', ","'20.4', ","'2026-05-06  00:59:45', ","'5.09', '1",".45', '","0.0211', '","0', '",0'
"'2881', ","'20.44',"," '2026-05-06  01:00:00',"," '7.19', '","0.64', ","'0.0147', ","'0', ",'0'
"'2882', ","'20.69',"," '2026-05-06  01:00:15',"," '4.99', '","0.73', ","'0.0147', ","'0', ",'0'
"'2883', ","'20.49',"," '2026-05-06  01:00:30',"," '9.65', '","0.09', ","'0.0345', ","'0', ",'0'
"'2884', ","'20.5', ","'2026-05-06  01:00:45', ","'3.56', '0",".56', '","0.0316', '","0', '",0'
"'2885', ","'20.46',"," '2026-05-06  01:01:00',"," '8.19', '","0.44', ","'0.0207', ","'0', ",'0'
"'2886', ","'20.63',"," '2026-05-06  01:01:15',"," '3.56', '","0.3', '","0.0327', '","0', '",0'
