id,temperature,created_at,sound,light,dust,fan,motion
'764','23.89','2026-05-05 01:10:45','30.67','3.2','0.0143','0','0'
'765','23.8','2026-05-05 01:11:00','31.95','1.56','0.0158','0','0'
'766','23.91','2026-05-05 01:11:15','23.57','3.87','0.0344','0','0'
'767','23.54','2026-05-05 01:11:30','23.49','12.61','0.0245','0','1'
'768','23.99','2026-05-05 01:11:45','30.69','12.24','0.0237','0','0'
'769','23.61','2026-05-05 01:12:00','31.18','8.97','0.0258','0','0'
'770','23.83','2026-05-05 01:12:15','25.27','6.35','0.0244','0','1'
'771','23.81','2026-05-05 01:12:30','31.03','10.64','0.0188','0','0'
'772','23.89','2026-05-05 01:12:45','23.49','2.84','0.0092','0','0'
'773','23.95','2026-05-05 01:13:00','29.25','0.21','0.028','0','0'
'774','23.82','2026-05-05 01:13:15','31.41','1.98','0.0144','0','0'
'775','23.83','2026-05-05 01:13:30','22.53','1.17','0.0277','0','0'
'776','23.74','2026-05-05 01:13:45','30.43','1.52','0.0302','0','1'
'777','23.94','2026-05-05 01:14:00','26.65','1.72','0.011','0','0'
'778','23.95','2026-05-05 01:14:15','21.91','12.51','0.0138','0','0'
'779','24.02','2026-05-05 01:14:30','30.67','3.89','0.0155','0','1'
'780','23.74','2026-05-05 01:14:45','22.07','9.28','0.0235','0','0'
'781','23.67','2026-05-05 01:15:00','26.27','10.24','0.0288','0','0'
'782','23.58','2026-05-05 01:15:15','25.95','2.91','0.0087','0','0'
'783','23.94','2026-05-05 01:15:30','22.34','11.87','0.0314','0','0'
'784','23.76','2026-05-05 01:15:45','22.09','9.07','0.028','0','1'
'785','23.64','2026-05-05 01:16:00','21.64','4.22','0.0177','0','0'
'786','24.08','2026-05-05 01:16:15','27.01','7.24','0.0229','0','0'
'787','23.81','2026-05-05 01:16:30','23.54','7.6','0.0307','0','1'
'788','23.71','2026-05-05 01:16:45','25.34','4.36','0.0243','0','0'
'789','23.61','2026-05-05 01:17:00','22.73','11.36','0.0311','0','0'
'790','23.49','2026-05-05 01:17:15','25.1','6.45','0.0123','0','0'
'791','24.02','2026-05-05 01:17:30','29.82','0.69','0.0152','0','0'
'792','23.68','2026-05-05 01:17:45','23.11','10.44','0.0272','0','0'
'793','23.65','2026-05-05 01:18:00','28.36','0.74','0.0141','0','0'
'794','23.48','2026-05-05 01:18:15','30.91','5.03','0.0231','0','0'
'795','24.05','2026-05-05 01:18:30','22.38','7.87','0.0262','0','0'
'796','23.51','2026-05-05 01:18:45','29.79','3.07','0.015','0','0'
'797','23.51','2026-05-05 01:19:00','27.75','6.92','0.009','0','0'
'798','23.99','2026-05-05 01:19:15','28.98','0.49','0.0281','0','0'
'799','23.94','2026-05-05 01:19:30','23.23','3.75','0.0125','0','0'
'800','23.78','2026-05-05 01:19:45','28.97','3.98','0.0241','0','0'
'801','23.65','2026-05-05 01:20:00','30.87','9.92','0.011','0','0'
'802','23.67','2026-05-05 01:20:15','30.2','7.64','0.0196','0','1'
'803','24.02','2026-05-05 01:20:30','26.28','3.38','0.0249','0','0'
'804','23.47','2026-05-05 01:20:45','23.01','1.43','0.0241','0','0'
'805','23.65','2026-05-05 01:21:00','23.11','7.82','0.0317','0','0'
'806','23.67','2026-05-05 01:21:15','26.14','3.24','0.0122','0','0'
'807','23.86','2026-05-05 01:21:30','23.61','6.55','0.0214','0','0'
'808','23.64','2026-05-05 01:21:45','26.18','9.75','0.0162','0','0'
'809','23.74','2026-05-05 01:22:00','22.52','5.19','0.0299','0','1'
'810','24.04','2026-05-05 01:22:15','30.07','12.84','0.0265','0','0'
'811','23.5','2026-05-05 01:22:30','28.72','3.94','0.0228','0','0'
'812','23.73','2026-05-05 01:22:45','29.76','3.91','0.0295','0','0'
'813','23.81','2026-05-05 01:23:00','27.37','0.13','0.0337','0','0'
'814','23.84','2026-05-05 01:23:15','23.53','5.56','0.0196','0','0'
'815','24','2026-05-05 01:23:30','22.14','8.74','0.0225','0','0'
'816','23.53','2026-05-05 01:23:45','29.18','10.19','0.0186','0','0'
'817','23.91','2026-05-05 01:24:00','26.9','1.34','0.0349','0','0'
'818','23.59','2026-05-05 01:24:15','21.25','2.8','0.0228','0','0'
'819','23.73','2026-05-05 01:24:30','30','8.91','0.0161','0','0'
'820','23.99','2026-05-05 01:24:45','25.92','8.17','0.017','0','0'
'821','23.95','2026-05-05 01:25:00','26.23','0.12','0.0293','0','0'
'822','23.64','2026-05-05 01:25:15','30.12','1.45','0.017','0','0'
'823','23.89','2026-05-05 01:25:30','28.13','6.83','0.0255','0','0'
'824','23.74','2026-05-05 01:25:45','29.37','5.38','0.0254','0','0'
'825','24.01','2026-05-05 01:26:00','27.95','3.27','0.0316','0','0'
'826','23.46','2026-05-05 01:26:15','21.3','4.12','0.0257','0','0'
'827','23.56','2026-05-05 01:26:30','25.58','2.48','0.0114','0','0'
'828','23.81','2026-05-05 01:26:45','110.33','7.67','0.0208','0','0'
'829','23.96','2026-05-05 01:27:00','22.7','10.82','0.0179','0','1'
'830','23.72','2026-05-05 01:27:15','27.96','1.66','0.0225','0','0'
'831','23.69','2026-05-05 01:27:30','28.01','0.54','0.0086','0','0'
'832','23.92','2026-05-05 01:27:45','24.98','5.19','0.0097','0','0'
'833','23.74','2026-05-05 01:28:00','24.55','10.84','0.0085','0','0'
'834','23.76','2026-05-05 01:28:15','23.91','0.23','0.0216','0','0'
'835','23.48','2026-05-05 01:28:30','24.75','9.92','0.0212','0','0'
'836','23.74','2026-05-05 01:28:45','28.11','10.58','0.0124','0','0'
'837','23.44','2026-05-05 01:29:00','24.84','1.84','0.0101','0','0'
'838','23.85','2026-05-05 01:29:15','130.15','11.42','0.0121','0','0'
'839','23.62','2026-05-05 01:29:30','23.79','2.89','0.0162','0','0'
'840','23.96','2026-05-05 01:29:45','20.79','3.11','0.021','0','0'
'841','23.43','2026-05-05 01:30:00','22.39','1.72','0.0086','0','0'
'842','23.39','2026-05-05 01:30:15','26.97','2.45','0.029','0','1'
'843','23.61','2026-05-05 01:30:30','30.18','10.77','0.0328','0','0'
'844','23.75','2026-05-05 01:30:45','29.33','1.71','0.008','0','0'
'845','23.42','2026-05-05 01:31:00','24.6','2.92','0.0245','0','0'
'846','23.61','2026-05-05 01:31:15','24.64','0.9','0.0226','0','0'
'847','23.51','2026-05-05 01:31:30','30.31','2.26','0.017','0','1'
'848','23.75','2026-05-05 01:31:45','29.72','9.49','0.034','0','0'
'849','23.77','2026-05-05 01:32:00','21.8','3.97','0.0178','0','0'
'850','23.87','2026-05-05 01:32:15','24.17','8.26','0.0217','0','0'
'851','23.82','2026-05-05 01:32:30','24.85','7.16','0.0207','0','0'
'852','23.57','2026-05-05 01:32:45','27.79','2.25','0.0257','0','0'
'853','23.52','2026-05-05 01:33:00','21.64','9.33','0.0276','0','0'
'854','23.48','2026-05-05 01:33:15','20.56','6.04','0.0188','0','0'
'855','23.49','2026-05-05 01:33:30','25.06','12.97','0.0082','0','0'
'856','23.75','2026-05-05 01:33:45','28.58','9.76','0.0304','0','0'
'857','23.86','2026-05-05 01:34:00','25.11','6.35','0.0177','0','0'
'858','23.93','2026-05-05 01:34:15','23.7','2.63','0.0119','0','0'
'859','23.74','2026-05-05 01:34:30','26.48','11.7','0.0268','0','0'
'860','23.82','2026-05-05 01:34:45','25.55','4.74','0.0262','0','0'
'861','23.65','2026-05-05 01:35:00','27.57','4.2','0.0201','0','0'
'862','23.62','2026-05-05 01:35:15','20.87','4.27','0.0129','0','0'
'863','23.85','2026-05-05 01:35:30','21.84','10.46','0.0285','0','0'
'864','23.91','2026-05-05 01:35:45','146.24','10.3','0.0215','0','0'
'865','23.77','2026-05-05 01:36:00','27.81','1.97','0.0109','0','0'
'866','23.37','2026-05-05 01:36:15','22.62','2.82','0.0223','0','0'
'867','23.46','2026-05-05 01:36:30','107.31','12.52','0.0155','0','0'
'868','23.52','2026-05-05 01:36:45','27.39','6.16','0.026','0','1'
'869','23.63','2026-05-05 01:37:00','24.25','3.21','0.0284','0','0'
'870','23.54','2026-05-05 01:37:15','23.76','9.69','0.0322','0','1'
'871','23.43','2026-05-05 01:37:30','22.28','4.45','0.0279','0','0'
'872','23.41','2026-05-05 01:37:45','26.44','12.12','0.0263','0','0'
'873','23.61','2026-05-05 01:38:00','23.59','6.98','0.0261','0','0'
'874','23.84','2026-05-05 01:38:15','29.1','1.79','0.0115','0','0'
'875','23.58','2026-05-05 01:38:30','20.78','0.03','0.0115','0','0'
'876','23.69','2026-05-05 01:38:45','21.78','2.17','0.0157','0','1'
'877','23.61','2026-05-05 01:39:00','25.67','12.77','0.0212','0','0'
'878','23.73','2026-05-05 01:39:15','22.14','12.19','0.0113','0','1'
'879','23.9','2026-05-05 01:39:30','23.05','2.62','0.0208','0','0'
'880','23.48','2026-05-05 01:39:45','207.49','8.5','0.0192','0','1'
'881','23.8','2026-05-05 01:40:00','27.63','1.33','0.0331','0','0'
'882','23.4','2026-05-05 01:40:15','29.09','12.19','0.0312','0','0'
'883','23.9','2026-05-05 01:40:30','30.06','6.25','0.025','0','0'
'884','23.74','2026-05-05 01:40:45','28.77','12.94','0.0146','0','0'
'885','23.53','2026-05-05 01:41:00','26.05','3.48','0.0116','0','0'
'886','23.58','2026-05-05 01:41:15','25.71','12.5','0.0172','0','0'
'887','23.66','2026-05-05 01:41:30','26.82','0.83','0.009','0','0'
'888','23.53','2026-05-05 01:41:45','25.44','9.88','0.0173','0','0'
'889','23.74','2026-05-05 01:42:00','23.09','12.43','0.0316','0','0'
'890','23.91','2026-05-05 01:42:15','28.19','11.87','0.0088','0','0'
'891','23.62','2026-05-05 01:42:30','21.66','4.75','0.0117','0','0'
'892','23.62','2026-05-05 01:42:45','29.29','5.78','0.0165','0','0'
'893','23.5','2026-05-05 01:43:00','23.85','12.41','0.0169','0','0'
'894','23.44','2026-05-05 01:43:15','26.26','11.9','0.0259','0','0'
'895','23.32','2026-05-05 01:43:30','24.73','2.65','0.0218','0','0'
'896','23.71','2026-05-05 01:43:45','29.43','10.6','0.0314','0','0'
'897','23.59','2026-05-05 01:44:00','26.68','9.15','0.0333','0','0'
'898','23.64','2026-05-05 01:44:15','28.64','8.32','0.0144','0','0'
'899','23.48','2026-05-05 01:44:30','20.47','6.26','0.0283','0','0'
'900','23.77','2026-05-05 01:44:45','21.34','1.85','0.032','0','0'
'901','23.63','2026-05-05 01:45:00','26.61','7.1','0.0099','0','0'
'902','23.91','2026-05-05 01:45:15','23.62','12.08','0.0146','0','0'
'903','23.57','2026-05-05 01:45:30','20.27','10.59','0.0217','0','0'
'904','23.37','2026-05-05 01:45:45','24.51','10.71','0.0171','0','0'
'905','23.56','2026-05-05 01:46:00','28.18','6.7','0.0117','0','0'
'906','23.7','2026-05-05 01:46:15','22.87','1.95','0.0262','0','0'
'907','23.39','2026-05-05 01:46:30','21.26','6.27','0.0185','0','0'
'908','23.33','2026-05-05 01:46:45','28.86','10.11','0.024','0','0'
'909','23.8','2026-05-05 01:47:00','20.52','12.26','0.0309','0','0'
'910','23.73','2026-05-05 01:47:15','28.65','4.14','0.029','0','0'
'911','23.7','2026-05-05 01:47:30','26.07','10.71','0.0149','0','1'
'912','23.54','2026-05-05 01:47:45','20.56','6.91','0.0151','0','0'
'913','23.38','2026-05-05 01:48:00','28.31','5.29','0.0092','0','0'
'914','23.35','2026-05-05 01:48:15','29','7.16','0.0109','0','0'
'915','23.86','2026-05-05 01:48:30','27.24','4.22','0.0248','0','0'
'916','23.58','2026-05-05 01:48:45','25.62','9.5','0.0299','0','0'
'917','23.79','2026-05-05 01:49:00','25.63','10.82','0.0163','0','0'
'918','23.52','2026-05-05 01:49:15','21.59','5.15','0.0207','0','0'
'919','23.55','2026-05-05 01:49:30','25.52','0.53','0.03','0','0'
'920','23.37','2026-05-05 01:49:45','26.52','3.28','0.0265','0','0'
'921','23.32','2026-05-05 01:50:00','25.17','5.2','0.0294','0','0'
'922','23.84','2026-05-05 01:50:15','23.86','11','0.0151','0','0'
'923','23.64','2026-05-05 01:50:30','29.73','10.78','0.0295','0','0'
'924','23.77','2026-05-05 01:50:45','20.67','0.76','0.0112','0','0'
'925','23.67','2026-05-05 01:51:00','22.81','0.46','0.0131','0','0'
'926','23.6','2026-05-05 01:51:15','26.46','0.57','0.0186','0','0'
'927','23.78','2026-05-05 01:51:30','28.18','1.38','0.0183','0','0'
'928','23.37','2026-05-05 01:51:45','21.2','4.53','0.026','0','0'
'929','23.78','2026-05-05 01:52:00','21.29','0.52','0.0204','0','1'
'930','23.57','2026-05-05 01:52:15','28.89','8.37','0.0187','0','0'
'931','23.31','2026-05-05 01:52:30','24.98','2.9','0.0331','0','0'
'932','23.51','2026-05-05 01:52:45','24.85','6.86','0.0085','0','0'
'933','23.51','2026-05-05 01:53:00','22.91','0.28','0.0146','0','0'
'934','23.73','2026-05-05 01:53:15','22.21','8.38','0.031','0','0'
'935','23.57','2026-05-05 01:53:30','21.96','0.75','0.026','0','0'
'936','23.28','2026-05-05 01:53:45','21.17','12.54','0.0101','0','0'
'937','23.81','2026-05-05 01:54:00','29.58','6.94','0.0226','0','0'
'938','23.45','2026-05-05 01:54:15','21.98','12.89','0.0325','0','0'
'939','23.59','2026-05-05 01:54:30','29.56','11.08','0.0222','0','0'
'940','23.48','2026-05-05 01:54:45','22.89','8.75','0.0334','0','0'
'941','23.39','2026-05-05 01:55:00','21.5','6.79','0.0241','0','1'
'942','23.79','2026-05-05 01:55:15','26.39','9.48','0.033','0','0'
'943','23.86','2026-05-05 01:55:30','26.91','9.32','0.0114','0','0'
'944','23.76','2026-05-05 01:55:45','25.31','12.59','0.0251','0','0'
'945','23.49','2026-05-05 01:56:00','21.68','10.32','0.0289','0','0'
'946','23.3','2026-05-05 01:56:15','26.81','0.02','0.0293','0','0'
'947','23.35','2026-05-05 01:56:30','24.48','4.7','0.0171','0','0'
'948','23.38','2026-05-05 01:56:45','28.05','8.73','0.0146','0','0'
'949','23.42','2026-05-05 01:57:00','19.77','12.61','0.0257','0','0'
'950','23.7','2026-05-05 01:57:15','23.34','5.89','0.0215','0','0'
'951','23.56','2026-05-05 01:57:30','21.96','9.89','0.0132','0','1'
'952','23.37','2026-05-05 01:57:45','23.77','6.4','0.019','0','0'
'953','23.52','2026-05-05 01:58:00','25.18','8.59','0.013','0','1'
'954','23.41','2026-05-05 01:58:15','24.75','11.27','0.0127','0','0'
'955','23.28','2026-05-05 01:58:30','26.03','3','0.0165','0','0'
'956','23.43','2026-05-05 01:58:45','21.13','8.22','0.0242','0','0'
'957','23.81','2026-05-05 01:59:00','20.07','7.04','0.0211','0','1'
'958','23.26','2026-05-05 01:59:15','21.54','10.45','0.0217','0','1'
'959','23.29','2026-05-05 01:59:30','25.58','0.57','0.0143','0','0'
'960','23.71','2026-05-05 01:59:45','25.44','4.92','0.0212','0','0'
'961','23.54','2026-05-05 02:00:00','24.93','1.19','0.0217','0','0'
'962','23.84','2026-05-05 02:00:15','20.88','0.89','0.0306','0','0'
'963','23.49','2026-05-05 02:00:30','21.75','4.28','0.0215','0','0'
'964','23.6','2026-05-05 02:00:45','24.27','9.77','0.0148','0','0'
'965','23.63','2026-05-05 02:01:00','23.44','4.06','0.019','0','0'
'966','23.29','2026-05-05 02:01:15','20.97','8.14','0.0287','0','0'
'967','23.55','2026-05-05 02:01:30','28.25','10.87','0.0283','0','0'
'968','23.51','2026-05-05 02:01:45','23.93','0.12','0.0156','0','0'
'969','23.59','2026-05-05 02:02:00','28.28','6.14','0.016','0','0'
'970','23.68','2026-05-05 02:02:15','19.98','8.73','0.0187','0','1'
'971','23.79','2026-05-05 02:02:30','25.49','7.57','0.0131','0','0'
'972','23.29','2026-05-05 02:02:45','127.79','7.18','0.0115','0','0'
'973','23.53','2026-05-05 02:03:00','23.69','3.83','0.008','0','1'
'974','23.48','2026-05-05 02:03:15','25.03','4.99','0.0132','0','0'
'975','23.57','2026-05-05 02:03:30','20.54','12.09','0.0101','0','1'
'976','23.49','2026-05-05 02:03:45','24.49','5.37','0.0222','0','0'
'977','23.54','2026-05-05 02:04:00','23.12','3.19','0.0245','0','0'
'978','23.29','2026-05-05 02:04:15','28.13','7.79','0.0185','0','0'
'979','23.36','2026-05-05 02:04:30','28.08','11.55','0.0242','0','0'
'980','23.41','2026-05-05 02:04:45','26.79','12.13','0.0264','0','0'
'981','23.26','2026-05-05 02:05:00','19.38','1.62','0.0171','0','0'
'982','23.81','2026-05-05 02:05:15','25.77','10.28','0.0084','0','1'
'983','23.8','2026-05-05 02:05:30','19.91','4.71','0.0164','0','0'
'984','23.26','2026-05-05 02:05:45','102.37','9.68','0.0313','0','0'
'985','23.59','2026-05-05 02:06:00','20.66','4.9','0.023','0','0'
'986','23.31','2026-05-05 02:06:15','21.92','10.53','0.0175','0','0'
'987','23.26','2026-05-05 02:06:30','22.47','7.76','0.0122','0','0'
'988','23.73','2026-05-05 02:06:45','23.27','5.62','0.0252','0','0'
'989','23.6','2026-05-05 02:07:00','151.81','2.45','0.0124','0','0'
'990','23.71','2026-05-05 02:07:15','172.16','3.61','0.0132','0','0'
'991','23.29','2026-05-05 02:07:30','26.06','2.69','0.0207','0','0'
'992','23.55','2026-05-05 02:07:45','26','11.07','0.0091','0','0'
'993','23.34','2026-05-05 02:08:00','20','11.42','0.0125','0','0'
'994','23.67','2026-05-05 02:08:15','21.27','8.82','0.0169','0','0'
'995','23.55','2026-05-05 02:08:30','19.38','5.14','0.0251','0','0'
'996','23.44','2026-05-05 02:08:45','24.55','10.02','0.034','0','0'
'997','23.65','2026-05-05 02:09:00','21.62','9.37','0.021','0','1'
'998','23.8','2026-05-05 02:09:15','20.64','9.61','0.0286','0','0'
'999','23.39','2026-05-05 02:09:30','22.22','10.67','0.0085','0','0'
'1000','23.26','2026-05-05 02:09:45','22.56','3.74','0.0091','0','0'
